site_url,img_url,alt_text_gerado,alt_text_original,tag_completa
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Legislacao.png,Imagem de um documento de legislação com símbolos jurídicos e inscrições em laranja e azul.,,"<img alt="""" class=""wp-image-4752"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Legislacao.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Legislacao.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Legislacao-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Legislacao-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Ouvidoria.png,"Logotipo da Ouvidoria do Estado do Mato Grosso do Sul, representado por uma esfera azul com a inscrição ""Ouvidoria"" em branco.",,"<img alt="""" class=""wp-image-4753"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Ouvidoria.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Ouvidoria.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Ouvidoria-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Ouvidoria-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogo-sti.png,Catálogo de serviços de Tecnologia da Informação do estado de Mato Grosso do Sul.,,"<img alt="""" class=""wp-image-4803"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogo-sti.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogo-sti.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogo-sti-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogo-sti-348x210.png 348w"" style=""object-fit:cover"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Alterar-senha.png,"Imagem de um computador exibindo a tela de alteração de senha, com campos para inserção de senha atual, nova senha e confirmação de senha.",,"<img alt="""" class=""wp-image-4755"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Alterar-senha.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Alterar-senha.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Alterar-senha-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Alterar-senha-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/VPN.png,Ilustração de um ícone de cadeado representando uma conexão segura de VPN virtual privada.,,"<img alt="""" class=""wp-image-4756"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/VPN.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/VPN.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/VPN-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/VPN-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Resetar-Senha.png,Imagem representando o processo de redefinição de senha.,,"<img alt="""" class=""wp-image-4757"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Resetar-Senha.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Resetar-Senha.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Resetar-Senha-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Resetar-Senha-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/MS-Indicadores.png,Mapa de indicadores do estado do Mato Grosso do Sul.,,"<img alt="""" class=""wp-image-4758"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/MS-Indicadores.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/MS-Indicadores.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/MS-Indicadores-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/MS-Indicadores-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogosti.png,"Imagem ilustrativa de um catálogo de produtos, com diversas opções e informações visuais.",,"<img alt="""" class=""wp-image-4797"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogosti.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogosti.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogosti-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/catalogosti-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Acesso-aos-Sistemas.png,Imagem representando o acesso aos sistemas com ícone de cadeado aberto e diversas linhas conectadas.,,"<img alt="""" class=""wp-image-4760"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Acesso-aos-Sistemas.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Acesso-aos-Sistemas.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Acesso-aos-Sistemas-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Acesso-aos-Sistemas-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Consulta-Processos.png,Uma tela de computador exibindo uma lista de processos em consulta.,,"<img alt="""" class=""wp-image-4761"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Consulta-Processos.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Consulta-Processos.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Consulta-Processos-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Consulta-Processos-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Portal-de-Sistemas.png,Imagem mostrando a tela de um portal de sistemas online.,,"<img alt="""" class=""wp-image-4762"" decoding=""async"" height=""210"" sizes=""(max-width: 350px) 100vw, 350px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Portal-de-Sistemas.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Portal-de-Sistemas.png 350w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Portal-de-Sistemas-300x180.png 300w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/10/Portal-de-Sistemas-348x210.png 348w"" width=""350""/>"
https://www.setdig.ms.gov.br/,http://www.setdig.ms.gov.br/wp-content/uploads/2023/11/LOGO-RODAPE.png,"Logo em forma circular com linhas azuis e brancas entrelaçadas, com um traço laranja destacando o centro.",,"<img alt="""" class=""wp-image-4796"" decoding=""async"" height=""70"" loading=""lazy"" sizes=""(max-width: 411px) 100vw, 411px"" src=""http://www.setdig.ms.gov.br/wp-content/uploads/2023/11/LOGO-RODAPE.png"" srcset=""https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/LOGO-RODAPE.png 411w, https://www.setdig.ms.gov.br/wp-content/uploads/2023/11/LOGO-RODAPE-300x51.png 300w"" width=""411""/>"
https://bioparquepantanal.ms.gov.br/,http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_conheça_o_bioparque-1.webp,"""Imagem promocional mostrando a diversidade e beleza da fauna do Bioparque Pantanal, com destaque para animais em seu habitat natural.""",,"<img alt="""" class=""wp-image-157"" decoding=""async"" fetchpriority=""high"" height=""884"" sizes=""(max-width: 1290px) 100vw, 1290px"" src=""http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_conheça_o_bioparque-1.webp"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_conheça_o_bioparque-1.webp 1290w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_conheça_o_bioparque-1-300x206.webp 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_conheça_o_bioparque-1-768x526.webp 768w"" width=""1290""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/guia-de-visitacao-1.png,"Folheto de guia de visitação do Bioparque Pantanal, contendo informações sobre os animais e atrações do local.",,"<img alt="""" class=""wp-image-1127"" decoding=""async"" height=""200"" sizes=""(max-width: 636px) 100vw, 636px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/guia-de-visitacao-1.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/guia-de-visitacao-1.png 636w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/guia-de-visitacao-1-300x94.png 300w"" width=""636""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/ACESSIBILIDADE-1.png,"Ilustração de um layout de acessibilidade digital, com ícones de pessoas em cadeiras de rodas e bengalas, além de botões de fácil leitura e contraste de cores adequado.",,"<img alt="""" class=""wp-image-1128"" decoding=""async"" height=""200"" sizes=""(max-width: 636px) 100vw, 636px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/ACESSIBILIDADE-1.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/ACESSIBILIDADE-1.png 636w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/09/ACESSIBILIDADE-1-300x94.png 300w"" width=""636""/>"
https://bioparquepantanal.ms.gov.br/,http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso-3.png,"Entrada principal do Bioparque Pantanal, com uma estrutura de madeira rústica e telhado de palha, rodeada por vegetação nativa.",,"<img alt="""" class=""wp-image-409"" decoding=""async"" height=""660"" sizes=""(max-width: 728px) 100vw, 728px"" src=""http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso-3.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso-3.png 728w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso-3-300x272.png 300w"" width=""728""/>"
https://bioparquepantanal.ms.gov.br/,http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso_clique_aqui_para_reservar_ticket.png,Imagem do ingresso do Bioparque Pantanal com opção para reservar o ticket.,,"<img alt="""" class=""wp-image-327"" decoding=""async"" height=""483"" sizes=""(max-width: 470px) 100vw, 470px"" src=""http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso_clique_aqui_para_reservar_ticket.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso_clique_aqui_para_reservar_ticket.png 470w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_ingresso_clique_aqui_para_reservar_ticket-292x300.png 292w"" width=""470""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/themes/fokma-3/assets/img/noticias.png,Ilustração de animais silvestres em meio a uma paisagem natural exuberante.,,"<img src=""https://bioparquepantanal.ms.gov.br/wp-content/themes/fokma-3/assets/img/noticias.png"" width=""35px""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13.jpeg,Foto de um grupo de flamingos cor de rosa no meio de um lago.,,"<img alt="""" class=""attachment- size- wp-post-image"" decoding=""async"" height=""1200"" sizes=""(max-width: 1600px) 100vw, 1600px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13.jpeg"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13.jpeg 1600w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13-300x225.jpeg 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13-1298x974.jpeg 1298w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13-768x576.jpeg 768w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13-1536x1152.jpeg 1536w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-16.38.13-348x261.jpeg 348w"" style=""opacity:0; max-height:410px; min-height:410px"" width=""1600""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2.jpeg,"Leão majestoso descansa sob a sombra de uma árvore, exibindo sua juba imponente ao sol.",,"<img alt="""" class=""attachment- size- wp-post-image"" decoding=""async"" height=""1200"" sizes=""(max-width: 1600px) 100vw, 1600px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2.jpeg"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2.jpeg 1600w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2-300x225.jpeg 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2-1298x974.jpeg 1298w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2-768x576.jpeg 768w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2-1536x1152.jpeg 1536w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-08-23-at-15.39.23-2-348x261.jpeg 348w"" style=""opacity:0; max-height:410px; min-height:410px"" width=""1600""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-03-at-17.18.09-1.jpeg,Leopardo-das-neves em meio à neve.,,"<img alt="""" class=""attachment- size- wp-post-image"" decoding=""async"" height=""940"" sizes=""(max-width: 1280px) 100vw, 1280px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-03-at-17.18.09-1.jpeg"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-03-at-17.18.09-1.jpeg 1280w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-03-at-17.18.09-1-300x220.jpeg 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-03-at-17.18.09-1-768x564.jpeg 768w"" style=""opacity:0; max-height:410px; min-height:410px"" width=""1280""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/casa-vogue-1.png,"Interior elegante e sofisticado de uma sala de estar, com destaque para o lustre de cristal no centro do ambiente, sofás confortáveis e uma decoração moderna.",,"<img alt="""" class=""wp-image-815"" decoding=""async"" height=""365"" sizes=""(max-width: 365px) 100vw, 365px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/casa-vogue-1.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/casa-vogue-1.png 365w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/casa-vogue-1-300x300.png 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/casa-vogue-1-150x150.png 150w"" width=""365""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/isto-e.png,Dois cervos-de-pantanal em uma paisagem natural com grama verde ao redor.,,"<img alt="""" class=""wp-image-816"" decoding=""async"" height=""365"" sizes=""(max-width: 365px) 100vw, 365px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/isto-e.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/isto-e.png 365w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/isto-e-300x300.png 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/isto-e-150x150.png 150w"" width=""365""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/Jornal-nacional.png,"Logomarca do programa Jornal Nacional, com as letras ""JN"" estilizadas em vermelho e branco.",,"<img alt="""" class=""wp-image-817"" decoding=""async"" height=""365"" sizes=""(max-width: 365px) 100vw, 365px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/Jornal-nacional.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/Jornal-nacional.png 365w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/Jornal-nacional-300x300.png 300w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/Jornal-nacional-150x150.png 150w"" width=""365""/>"
https://bioparquepantanal.ms.gov.br/,http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_informacoes.png,Botão de informações do Bioparque Pantanal.,,"<img alt="""" class=""wp-image-268"" decoding=""async"" height=""242"" sizes=""(max-width: 294px) 100vw, 294px"" src=""http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_informacoes.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_informacoes.png 392w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_informacoes-300x246.png 300w"" style=""width:294px;height:242px"" width=""294""/>"
https://bioparquepantanal.ms.gov.br/,http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_agenda-1.png,"Ilustração de um botão com o texto ""Agenda"" em destaque, sobre fundo verde com detalhes de plantas.",,"<img alt="""" class=""wp-image-275"" decoding=""async"" height=""242"" sizes=""(max-width: 311px) 100vw, 311px"" src=""http://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_agenda-1.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_agenda-1.png 414w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_agenda-1-300x233.png 300w"" style=""width:311px;height:242px"" width=""311""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_curiosidades.png,"""Botão com ícone de informações, remetendo a curiosidades sobre a natureza no Bioparque Pantanal.""",,"<img alt="""" class=""wp-image-270"" decoding=""async"" height=""242"" sizes=""(max-width: 294px) 100vw, 294px"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_curiosidades.png"" srcset=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_curiosidades.png 392w, https://bioparquepantanal.ms.gov.br/wp-content/uploads/2022/04/bioparque_botao_curiosidades-300x246.png 300w"" style=""width:294px;height:242px"" width=""294""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2023/03/whats-1.png,"Um grupo de pessoas trabalhando em um escritório com computadores e papéis, discutindo e colaborando em equipe.",,"<img alt="""" class=""wp-image-2808"" decoding=""async"" height=""25"" loading=""lazy"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2023/03/whats-1.png"" style=""width: 25px;"" width=""25""/>"
https://bioparquepantanal.ms.gov.br/,https://bioparquepantanal.ms.gov.br/wp-content/uploads/2023/03/email-1.png,"Uma ilustração de um envelope de e-mail estilizado, com design minimalista e moderno.",,"<img alt="""" class=""wp-image-2809"" decoding=""async"" height=""25"" loading=""lazy"" src=""https://bioparquepantanal.ms.gov.br/wp-content/uploads/2023/03/email-1.png"" style=""width: 25px;"" width=""25""/>"
